code,label
"class Solution {   public int countLetters(String S) {     int start = 0;     int end = 0;     Map<Character, Integer> map = new HashMap<>();     int count = 0;     int n = S.length();     while (end < n) {       char c = S.charAt(end);       while (end < n && S.charAt(end) == c) {         end++;       }       int temp = end - start;       start = end;       count += temp * (temp + 1) / 2;     }     return count;   } } ",O(n^2)
"class Solution {     public int countSymmetricIntegers(int low, int high) {         int count = 0;         for (int i = low; i <= high; i++) {             if (isSymmetric(i)) {                 count++;             }         }         return count;     }      private static boolean isSymmetric(int num) {         String s = String.valueOf(num);         int n = s.length();         if (n % 2 != 0) {             return false;         }         int sum = 0;         for (int i = 0; i < n / 2; i++) {             sum += Character.getNumericValue(s.charAt(i));         }         for (int i = n / 2; i < n; i++) {             sum -= Character.getNumericValue(s.charAt(i));         }         return sum == 0;     } } ",O(n^2)
"class Solution {     public int countTestedDevices(int[] batteryPercentages) {         int count = 0;         int diff = 0;         for (int batteryPercentage : batteryPercentages) {             if (Math.max(0, batteryPercentage - diff) > 0) {                 count++;                 diff++;             }         }         return count;     } } ",O(n)
class Solution {     public int countDigits(int num) {         int count = 0;         int copy = num;         while (num > 0) {             int digit = num % 10;             num /= 10;             if (digit != 0 && copy % digit == 0) {                 count++;             }         }         return count;     } } ,O(n)
"class Solution {   public int countConsistentStrings(String allowed, String[] words) {     return (int)         Arrays.stream(words)             .filter(                 word ->                     word.chars().mapToObj(c -> (char) c).allMatch(c -> allowed.indexOf(c) != -1))             .count();   } } ",O(1)
class Solution {     public int numberOfSpecialChars(String word) {         boolean[] upperPresent = new boolean[26];         boolean[] lowerPresent = new boolean[26];         for (char c : word.toCharArray()) {             if (Character.isUpperCase(c)) {                 upperPresent[c - 'A'] = true;             } else {                 lowerPresent[c - 'a'] = true;             }         }         int count = 0;         for (int i = 0; i < 26; i++) {             if (upperPresent[i] && lowerPresent[i]) {                 count++;             }         }         return count;     } } ,O(n^2)
"class Solution {     public int vowelStrings(String[] words, int left, int right) {         Set<Character> vowels = Set.of('a', 'e', 'i', 'o', 'u');         return (int) Arrays.stream(words)                 .skip(left)                 .limit(right - left + 1)                 .filter(word -> vowels.contains(word.charAt(0)) && vowels.contains(word.charAt(word.length() - 1)))                 .count();     } } ",O(1)
"class Solution {   public int countVowelSubstrings(String word) {     return atMostVowel(word, 5) - atMostVowel(word, 4);   }    private int atMostVowel(String word, int atMostGoal) {     int start = 0;     int count = 0;     int n = word.length();     Map<Character, Integer> map = new HashMap<>();     for (int end = 0; end < n; end++) {       if (!isVowel(word.charAt(end))) {         map.clear();         start = end + 1;       } else {         map.put(word.charAt(end), map.getOrDefault(word.charAt(end), 0) + 1);         for (; map.size() > atMostGoal; start++) {           map.put(word.charAt(start), map.get(word.charAt(start)) - 1);           if (map.get(word.charAt(start)) == 0) {             map.remove(word.charAt(start));           }         }         count += end - start + 1;       }     }     return count;   }      private boolean isVowel(char c) {     return ""aeiou"".indexOf(c) != -1;   } } ",O(n^2)
class Solution {     public int[] countBits(int n) {         int[] result = new int[n + 1];         for (int i = 1; i <= n; i++) {             result[i] = result[i / 2] + i % 2;         }         return result;     } } ,O(n)
class Solution {   public int countElements(int[] arr) {     int[] counter = new int[1001];     for (int num : arr) {       counter[num]++;     }     int count = 0;     for (int i = 0; i < 1001; i++) {       if (i != 1000 && counter[i + 1] != 0) {         count += counter[i];       }     }     return count;   } } ,O(n^2)
"class Solution {   public int prefixCount(String[] words, String pref) {     return (int) Arrays.stream(words).filter(w -> w.startsWith(pref)).count();   } } ",O(1)
"class Solution {     public List<String> validateCoupons(String[] code, String[] businessLine, boolean[] isActive) {         Map<String, List<String>> validBusinessLinesMap = new LinkedHashMap<>();         validBusinessLinesMap.put(""electronics"", new ArrayList<>());         validBusinessLinesMap.put(""grocery"", new ArrayList<>());         validBusinessLinesMap.put(""pharmacy"", new ArrayList<>());         validBusinessLinesMap.put(""restaurant"", new ArrayList<>());         int n = code.length;         for (int i = 0; i < n; i++) {             if (isActive[i]) {                 String currentCode = code[i];                 String currentBusinessLine = businessLine[i];                 if (validBusinessLinesMap.containsKey(currentBusinessLine) && isValidCode(currentCode)) {                     validBusinessLinesMap.get(currentBusinessLine).add(currentCode);                 }             }         }         List<String> result = new ArrayList<>();         for (Map.Entry<String, List<String>> entry : validBusinessLinesMap.entrySet()) {             if (!entry.getValue().isEmpty()) {                 List<String> codes = new ArrayList<>(entry.getValue());                 Collections.sort(codes);                 result.addAll(codes);             }         }         return result;     }      private boolean isValidCode(String currentCode) {         if (currentCode == null || currentCode.isBlank()) {             return false;         }         for (char c : currentCode.toCharArray()) {             if (!(Character.isLetter(c) || Character.isDigit(c) || c == '_')) {                 return false;             }         }         return true;     } } ",O(n log n)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public boolean isCousins(TreeNode root, int x, int y) {     ParentDepthPair xPair = getParentDepthPair(root, x, 0);     ParentDepthPair yPair = getParentDepthPair(root, y, 0);     return xPair.parent != yPair.parent && xPair.depth == yPair.depth;   }      private ParentDepthPair getParentDepthPair(TreeNode root, int val, int currDepth) {     if (root == null) {       return null;     }     if (root.val == val) {       return new ParentDepthPair(root, currDepth);     }     if ((root.left != null && root.left.val == val) || (root.right != null && root.right.val == val)) {       return new ParentDepthPair(root, currDepth);     }     ParentDepthPair leftPair = getParentDepthPair(root.left, val, currDepth + 1);     return leftPair != null ? leftPair : getParentDepthPair(root.right, val, currDepth + 1);   }      private static class ParentDepthPair {     TreeNode parent;     int depth;          public ParentDepthPair(TreeNode parent, int depth) {       this.parent = parent;       this.depth = depth;     }   } } ",O(n)
"class Solution {   public int minOperations(String[] logs) {     int currPos = 0;     for (String log : logs) {       if (log.equals(""../"")) {         currPos -= currPos == 0 ? 0 : 1;       }       else if (!log.equals(""./"")) {         currPos++;       }     }     return currPos;   } } ",O(n)
"class Solution {   public int[] createTargetArray(int[] nums, int[] index) {     List<Integer> list = new ArrayList<>();     for (int i = 0; i < nums.length; i++) {       list.add(index[i], nums[i]);     }     int[] ans = new int[list.size()];     for (int i = 0; i < list.size(); i++) {       ans[i] = list.get(i);     }     return ans;   } } ",O(n^2)
"class Solution {     int[] m = {0,31,28,31,30,31,30,31,31,30,31,30,31};     String[] res = {""Friday"", ""Saturday"", ""Sunday"", ""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday""};     public String dayOfTheWeek(int day, int month, int year) {       int days = years(year);       if(isLeap(year))         m[2] = 29;       for(int i=0; i < month; i++){         days += m[i];       }       days += day-1;       return res[days%7];     }     private int years(int y){       int count = 0;       for(int i=1971; i < y; i++){         if(isLeap(i))          count += 366;             else          count += 365;           }       return count;     }     private boolean isLeap(int y){       if(y % 4 != 0) return false;       else if(y%100 != 0) return true;       else if(y % 400 != 0) return false;       else return true;     } } ",O(n^2)
"class Solution {     List<Integer> daysInMonth = Arrays.asList(31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31);     public int dayOfYear(String date) {         int year = Integer.parseInt(date.split(""-"")[0]);         int month = Integer.parseInt(date.split(""-"")[1]);         int day = Integer.parseInt(date.split(""-"")[2]);                  int numOfDays = getNumOfDays(month, isLeapYear(year));                  return numOfDays + day;     }          private boolean isLeapYear(int year) {         if (year % 4 == 0) {             if (year % 100 == 0) {                 return year % 400 == 0;             }             else {                 return true;             }         }         return false;     }          private int getNumOfDays(int month, boolean isLeapYear) {         int numOfDays = 0;         for (int i = 1; i < month; i++) {             if (i == 2) {                 numOfDays += isLeapYear ? daysInMonth.get(i - 1) + 1 : daysInMonth.get(i - 1);                         }              else {                 numOfDays += daysInMonth.get(i - 1);             }         }         return numOfDays;     } } ",O(n)
"class Solution {   public String decodeMessage(String key, String message) {     int counter = 0;     Map<Character, Character> map = new HashMap<>();     for (char c : key.toCharArray()) {       if (!map.containsKey(c) && c != ' ') {         map.put(c, (char) ('a' + counter++));       }     }     StringBuilder sb = new StringBuilder();     for (char c : message.toCharArray()) {       sb.append(c == ' ' ? ' ' : map.get(c));     }     return sb.toString();   } } ",O(n^2)
"class Solution {   public int[] decode(int[] encoded, int first) {     int[] ans = new int[encoded.length + 1];     ans[0] = first;     for (int i = 0; i < encoded.length; i++) {       ans[i + 1] = ans[i] ^ encoded[i];     }     return ans;   } } ",O(n)
class Solution {   public int[] decompressRLElist(int[] nums) {     int count = 0;     for (int i = 0; i < nums.length; i += 2) {       count += nums[i];     }     int idx = 0;     int[] ans = new int[count];     for (int i = 1; i < nums.length; i+= 2) {       int freq = nums[i - 1];       int val = nums[i];       while (freq-- > 0) {         ans[idx++] = val;       }     }     return ans;   } } ,O(n^2)
"class Solution {   public String freqAlphabets(String s) {     StringBuilder sb = new StringBuilder();     int idx = 0;     int n = s.length();     while (idx < n) {       char c = s.charAt(idx);       int asciiAdd = -1;       if (idx + 2 < n && s.charAt(idx + 2) == '#') {         asciiAdd = Integer.parseInt(s.substring(idx, idx + 2));         idx += 3;       }       else {         asciiAdd = Integer.parseInt(s.substring(idx, idx + 1));         idx++;       }       sb.append((char) (96 + asciiAdd));     }     return sb.toString();   } } ",O(n)
"class Solution {   public String defangIPaddr(String address) {     StringBuilder sb = new StringBuilder();     for (char c : address.toCharArray()) {       sb.append(c == '.' ? ""[.]"" : c);     }     return sb.toString();   } } ",O(n)
"class Solution {   public int[] decrypt(int[] code, int k) {     int n = code.length;     int[] result = new int[n];     for (int i = 0; i < n; i++) {       if (k > 0) {         for (int j = i + 1; j < i + k + 1; j++) {           result[i] += code[j % n];         }       } else if (k < 0) {         for (int j = i - 1; j > i + k - 1; j--) {           result[i] += code[(j + n) % n];         }       }     }     return result;   } } ",O(n^2)
"class Solution {   public int findShortestSubArray(int[] nums) {     Map<Integer, Integer> map = new HashMap<>();     int maxCount = 0;     for (int num : nums) {       map.put(num, map.getOrDefault(num, 0) + 1);       maxCount = Math.max(maxCount, map.get(num));     }     int start = 0;     int end = 0;     map.clear();     int minLength = Integer.MAX_VALUE;     while (end < nums.length) {       map.put(nums[end], map.getOrDefault(nums[end], 0) + 1);       while (start <= end && map.get(nums[end]) == maxCount) {         minLength = Math.min(minLength, end - start + 1);         map.put(nums[start], map.get(nums[start]) - 1);         start++;       }       end++;     }     return minLength;   } } ",O(n^2)
class Solution {   public String makeFancyString(String s) {     int idx = 0;     StringBuilder sb = new StringBuilder();     while (idx < s.length()) {       char c = s.charAt(idx);       int count = 0;       while (idx < s.length() && s.charAt(idx) == c) {         idx++;         count++;         if (count <= 2) {           sb.append(c);         }       }     }     return sb.toString();   } } ,O(n^2)
class Solution {   public int minDeletionSize(String[] A) {     int numRows = A.length;     int numCols = A[0].length();     int numDeletions = 0;     for (int i = 0; i < numCols; i++) {       for (int j = 1; j < numRows; j++) {         if (A[j].charAt(i) < A[j - 1].charAt(i)) {           numDeletions++;           break;         }       }     }     return numDeletions;   } } ,O(n^2)
"class Solution {     public int deleteGreatestValue(int[][] grid) {         for (int[] g : grid) {             Arrays.sort(g);         }         int result = 0;         for (int i = grid[0].length - 1; i >= 0; i--) {             int maxValue = Integer.MIN_VALUE;             for (int[] g : grid) {                 maxValue = Math.max(maxValue, g[i]);             }             result += maxValue;         }         return result;     } } ",O(n log n)
"/**  * Definition for singly-linked list.  * public class ListNode {  *     int val;  *     ListNode next;  *     ListNode() {}  *     ListNode(int val) { this.val = val; }  *     ListNode(int val, ListNode next) { this.val = val; this.next = next; }  * }  */ class Solution {   public ListNode deleteNodes(ListNode head, int m, int n) {     ListNode curr = head;     ListNode prev = null;     boolean toDelete = false;     int deleteCount = 0;     int skipCount = 0;     while (curr != null) {       if (toDelete) {         prev.next = curr.next;         deleteCount++;         curr = prev.next;         if (deleteCount == n) {           deleteCount = 0;           toDelete = false;         }       }       else {         prev = curr;         curr = curr.next;         skipCount++;         if (skipCount == m) {           skipCount = 0;           toDelete = true;         }       }     }     return head;   } } ",O(n^2)
/** * Definition for singly-linked list. * public class ListNode { *     int val; *     ListNode next; *     ListNode(int x) { val = x; } * } */ class Solution {   public void deleteNode(ListNode node) {     int nextVal = node.next.val;     node.next = node.next.next;     node.val = nextVal;   } } ,O(n)
"class OrderedStream {   private String[] stream;   private int currIdx;   public OrderedStream(int n) {     this.stream = new String[n];     this.currIdx = 0;   }    public List<String> insert(int idKey, String value) {     this.stream[idKey - 1] = value;     List<String> result = new ArrayList<>();     while (this.currIdx < stream.length && this.stream[this.currIdx] != null) {       result.add(this.stream[this.currIdx++]);     }     return result;   } }  /**  * Your OrderedStream object will be instantiated and called as such:  * OrderedStream obj = new OrderedStream(n);  * List<String> param_1 = obj.insert(idKey,value);  */ ",O(n)
"class OrderedStream {   int ptr;   String[] map;   public OrderedStream(int n) {     map = new String[n];     ptr = 0;   }    public List<String> insert(int id, String value) {     List<String> list = new ArrayList<>();     map[id - 1] = value;     while (ptr < map.length && map[ptr] != null) {       list.add(map[ptr++]);     }     return list;   } }  /**  * Your OrderedStream object will be instantiated and called as such:  * OrderedStream obj = new OrderedStream(n);  * List<String> param_1 = obj.insert(id,value);  */ ",O(n)
class StringIterator {    private Integer charIdx;   private Integer currCount;   private Integer counterIdx;   private String s;    public StringIterator(String compressedString) {     this.s = compressedString;     updateCurrCount();   }    public char next() {     if (!hasNext()) {       return ' ';     }     this.currCount--;     return s.charAt(this.charIdx);   }    public boolean hasNext() {     updateCurrCount();     return this.currCount > 0;   }      private void updateCurrCount() {     if (this.currCount != null && this.currCount == 0) {       this.charIdx = this.counterIdx;       this.counterIdx = this.charIdx + 1;     }     if (this.currCount == null) {       this.charIdx = 0;       this.counterIdx = this.charIdx + 1;       this.currCount = 0;     }     if (this.currCount == 0) {       while (this.counterIdx < this.s.length()           && Character.isDigit(this.s.charAt(this.counterIdx))) {         this.currCount =             this.currCount * 10 + Character.getNumericValue(this.s.charAt(this.counterIdx++));       }     }   } }   /**  * Your StringIterator object will be instantiated and called as such:  * StringIterator obj = new StringIterator(compressedString);  * char param_1 = obj.next();  * boolean param_2 = obj.hasNext();  */ ,O(n)
"class MyHashMap {      private static final int BUCKET_COUNT = 1001;      private static final int BUCKET_SIZE = 1001;      private final Integer[][] map;      public MyHashMap() {             this.map = new Integer[BUCKET_COUNT][BUCKET_SIZE];     }          public void put(int key, int value) {         Position position = getPosition(key);         map[position.bucket()][position.index()] = value;     }          public int get(int key) {         Position position = getPosition(key);         Integer value = map[position.bucket()][position.index()];         return value == null ? -1 : value;     }          public void remove(int key) {         Position position = getPosition(key);         map[position.bucket()][position.index()] = null;     }      private static Position getPosition(int key) {         int bucket = key / BUCKET_COUNT;         int index = key % BUCKET_SIZE;         return new Position(bucket, index);     }      private static record Position(int bucket, int index) {            } }  /**  * Your MyHashMap object will be instantiated and called as such:  * MyHashMap obj = new MyHashMap();  * obj.put(key,value);  * int param_2 = obj.get(key);  * obj.remove(key);  */ ",O(1)
"class MyHashSet {    /** Initialize your data structure here. */   private Bucket[] bucketArray;   private int keyRange;   public MyHashSet() {     this.keyRange = 769;     this.bucketArray = new Bucket[this.keyRange];     for (int i = 0; i < this.keyRange; i++) {       this.bucketArray[i] = new Bucket();     }   }      protected int _hash(int key) {     return key % this.keyRange;   }    public void add(int key) {     int bucketIndex = this._hash(key);     this.bucketArray[bucketIndex].insert(key);   }    public void remove(int key) {     int bucketIndex = this._hash(key);     this.bucketArray[bucketIndex].delete(key);   }    /** Returns true if this set contains the specified element */   public boolean contains(int key) {     int bucketIndex = this._hash(key);     return this.bucketArray[bucketIndex].exists(key);   } }   class Bucket {   private BSTree tree;      public Bucket() {     tree = new BSTree();   }      public void insert(Integer key) {     this.tree.root = this.tree.insertToBST(this.tree.root, key);   }      public void delete(Integer key) {     this.tree.root = this.tree.deleteFromBST(this.tree.root, key);   }      public boolean exists(Integer key) {     TreeNode node = this.tree.searchBST(this.tree.root, key);     return node != null;   } }   class BSTree {   TreeNode root = null;      public TreeNode searchBST(TreeNode root, int val) {     if (root == null || val == root.val) {       return root;     }     return root.val > val ? searchBST(root.left, val) : searchBST(root.right, val);   }      public TreeNode insertToBST(TreeNode root, int val) {     if (root == null) {       return new TreeNode(val);     }          if (root.val < val) {       root.right = insertToBST(root.right, val);     }     else if (root.val > val) {       root.left = insertToBST(root.left, val);     }     else {       return root;     }     return root;   }      public TreeNode deleteFromBST(TreeNode root, int key) {     if (root == null) {       return null;     }     if (root.val < key) {       root.right = deleteFromBST(root.right, key);     }     else if (root.val > key) {       root.left = deleteFromBST(root.left, key);     }     else {       if (root.left == null && root.right == null) {         root = null;       }       else if (root.right != null) {         root.val = successor(root);         root.right = deleteFromBST(root.right, root.val);       }       else {         root.val = predecessor(root);         root.left = deleteFromBST(root.left, root.val);       }     }     return root;   }      private int successor(TreeNode root) {     root = root.right;     while (root.left != null) {       root = root.left;     }     return root.val;   }        private int predecessor(TreeNode root) {     root = root.left;     while (root.right != null) {       root = root.right;     }     return root.val;   } }   class TreeNode {   int val;   TreeNode left;   TreeNode right;      public TreeNode(int x) {     val = x;   } }  /**  * Your MyHashSet object will be instantiated and called as such:  * MyHashSet obj = new MyHashSet();  * obj.add(key);  * obj.remove(key);  * boolean param_3 = obj.contains(key);  */ ",O(n^2)
"class MyLinkedList {      private Node head;   private Node tail;   private int count;      public MyLinkedList() {     this.head = new Node(-1);     this.tail = new Node(-1);     head.next = tail;     tail.prev = head;     this.count = 0;   }    public int get(int index) {     Node node = getNode(index);     return node == null ? -1 : node.val;   }    public void addAtHead(int val) {     Node node = new Node(val);     Node nextNode = head.next;     node.next = nextNode;     node.prev = head;     nextNode.prev = node;     head.next = node;     count++;   }    public void addAtTail(int val) {     Node node = new Node(val);     Node prevNode = tail.prev;     node.next = tail;     tail.prev = node;     prevNode.next = node;     node.prev = prevNode;     count++;   }    public void addAtIndex(int index, int val) {     if (index == count) {       addAtTail(val);     } else if (index < count) {       Node nodeAtIndex = getNode(index);       Node prevNode = nodeAtIndex.prev;       Node node = new Node(val);       node.prev = prevNode;       prevNode.next = node;       node.next = nodeAtIndex;       nodeAtIndex.prev = node;       count++;     }   }    public void deleteAtIndex(int index) {     Node node = getNode(index);     if (node != null) {       Node prevNode = node.prev;       Node nextNode = node.next;       prevNode.next = nextNode;       nextNode.prev = prevNode;       count--;     }   }      private Node getNode(int index) {     if (index >= count) {       return null;     }     Node curr = head.next;     for (int i = 0; i < index; i++) {       curr = curr.next;     }     return curr;   }      private static class Node {     int val;     Node next;     Node prev;          public Node(int val) {       this.val = val;     }   } }  /**  * Your MyLinkedList object will be instantiated and called as such:  * MyLinkedList obj = new MyLinkedList();  * int param_1 = obj.get(index);  * obj.addAtHead(val);  * obj.addAtTail(val);  * obj.addAtIndex(index,val);  * obj.deleteAtIndex(index);  */ ",O(n)
"class neighborSum {      private static final int[][] ADJACENT_DIRS = {{1, 0}, {0, 1}, {-1, 0}, {0, -1}};     private static final int[][] DIAGONAL_DIRS = {{1, -1}, {-1, 1}, {1, 1}, {-1, -1}};      private final int[][] grid;     private final int numRows;     private final int numCols;     private final Map<Integer, int[]> valueToCoordinateMap;      public neighborSum(int[][] grid) {         this.numRows = grid.length;         this.numCols = grid[0].length;         this.valueToCoordinateMap = new HashMap<>();         this.grid = new int[numRows][numCols];         for (int i = 0; i < numRows; i++) {             for (int j = 0; j < numCols; j++) {                 this.grid[i][j] = grid[i][j];                 this.valueToCoordinateMap.put(grid[i][j], new int[]{i, j});             }         }     }          public int adjacentSum(int value) {         return calculateSum(valueToCoordinateMap.get(value), ADJACENT_DIRS);     }          public int diagonalSum(int value) {         return calculateSum(valueToCoordinateMap.get(value), DIAGONAL_DIRS);     }      private int calculateSum(int[] coordinate, int[][] directions) {         int sum = 0;         for (int[] dir : directions) {             int newX = dir[0] + coordinate[0];             int newY = dir[1] + coordinate[1];             if (newX >= 0 && newX < numRows && newY >= 0 && newY < numCols) {                 sum += grid[newX][newY];             }         }         return sum;     } }  /**  * Your neighborSum object will be instantiated and called as such:  * neighborSum obj = new neighborSum(grid);  * int param_1 = obj.adjacentSum(value);  * int param_2 = obj.diagonalSum(value);  */ ",O(n^2)
"class ParkingSystem {      private int[] availableSpaces;   public ParkingSystem(int big, int medium, int small) {     this.availableSpaces = new int[]{big, medium, small};   }    public boolean addCar(int carType) {     return this.availableSpaces[carType - 1]-- > 0;   } }  /**  * Your ParkingSystem object will be instantiated and called as such:  * ParkingSystem obj = new ParkingSystem(big, medium, small);  * boolean param_1 = obj.addCar(carType);  */ ",O(1)
class Solution {     public String destCity(List<List<String>> paths) {         Set<String> cities = new HashSet<>();         Set<String> outgoingCities = new HashSet<>();         for (List<String> path : paths) {             cities.addAll(path);             outgoingCities.add(path.get(0));         }         cities.removeAll(outgoingCities);         return cities.iterator().next();     } } ,O(n)
class Solution {   public boolean detectCapitalUse(String word) {     boolean firstUpperCase = Character.isUpperCase(word.charAt(0));     boolean allUpperCase = false;     for (int i = 1; i < word.length(); i++) {       if (Character.isUpperCase(word.charAt(i))) {         if (!firstUpperCase) {           return false;         }         if (i == 1) {           allUpperCase = true;         } else {           if (!allUpperCase) {             return false;           }         }       } else {         if (allUpperCase) {           return false;         }       }     }     return true;   } } ,O(n)
"class Solution {   public boolean containsPattern(int[] arr, int m, int k) {     Queue<Integer> queue = new LinkedList<>();     int count = 0;     int freq = 1;     for (int i = 0; i < arr.length; i++) {       if (i >= m) {         if (arr[i] == queue.poll()) {           count++;           if (count == m) {             freq++;             count = 0;           }           if (freq == k) {             return true;           }         }         else {           count = 0;           freq = 1;         }       }       queue.add(arr[i]);     }     return false;   } } ",O(n)
"class Solution {   public boolean squareIsWhite(String coordinates) {     return (         (""aceg"".indexOf(coordinates.charAt(0)) != -1             && Character.getNumericValue(coordinates.charAt(1)) % 2 == 0) ||             (""aceg"".indexOf(coordinates.charAt(0)) == -1                 && Character.getNumericValue(coordinates.charAt(1)) % 2 != 0)     );   } } ",O(1)
"class Solution {      private static final Set<Character> VOWELS = Set.of(         'a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U'     );      public boolean halvesAreAlike(String s) {         int count = 0;         int n = s.length();         for (int i = 0; i < n / 2; i++) {             if (VOWELS.contains(s.charAt(i))) {                 count++;             }             if (VOWELS.contains(s.charAt(i + n / 2))) {                 count--;             }         }         return count == 0;     } } ",O(n)
"class Solution {   public boolean haveConflict(String[] event1, String[] event2) {     int minutesEvent1Start = getMinutes(event1[0]);     int minutesEvent1End = getMinutes(event1[1]);     int minutesEvent2Start = getMinutes(event2[0]);     int minutesEvent2End = getMinutes(event2[1]);     return !(minutesEvent1End < minutesEvent2Start || minutesEvent2End < minutesEvent1Start);   }      private static int getMinutes(String time) {     String[] split = time.split("":"");     return Integer.parseInt(split[0]) * 60 + Integer.parseInt(split[1]);   } } ",O(1)
"class Solution {     public int isWinner(int[] player1, int[] player2) {         int score1 = 0;         int score2 = 0;         int tenIndex1 = -1;         int tenIndex2 = -1;         for (int i = 0; i < player1.length; i++) {             score1 += player1[i];             score2 += player2[i];             if (tenIndex1 != -1 && i - tenIndex1 <= 2) {                 score1 += player1[i];             }             if (tenIndex2 != -1 && i - tenIndex2 <= 2) {                 score2 += player2[i];             }             if (player1[i] == 10) {                 tenIndex1 = i;             }             if (player2[i] == 10) {                 tenIndex2 = i;             }         }         return score1 > score2 ? 1 : (score1 == score2 ? 0 : 2);     } } ",O(n)
"class Solution {   public boolean findRotation(int[][] mat, int[][] target) {     for (int i = 0; i < 4; i++) {       if (isEqual(mat, target)) {         return true;       }       rotate(mat);     }     return false;   }    private boolean isEqual(int[][] mat, int[][] target) {     for (int i = 0; i < mat.length; i++) {       for (int j = 0; j < mat[i].length; j++) {         if (mat[i][j] != target[i][j]) {           return false;         }       }     }     return true;   }    private void rotate(int[][] mat){     for(int i = 0; i < mat.length; i++){       for(int j = i; j < mat[0].length; j++){         int temp = mat[i][j];         mat[i][j] = mat[j][i];         mat[j][i] = temp;       }     }     for(int i = 0; i < mat[0].length / 2; i++){       for(int j = 0; j < mat.length; j++){         int temp = mat[j][i];         mat[j][i] = mat[j][mat[0].length - i - 1];         mat[j][mat[0].length - i - 1] = temp;       }     }   } } ",O(n^2)
class Solution {   public int[] diStringMatch(String S) {     int n = S.length();     int low = 0;     int high = n;     int[] ans = new int[n + 1];     for (int i = 0; i < n; i++) {       ans[i] = S.charAt(i) == 'I' ? low++ : high--;     }     ans[n] = low;     return ans;   } } ,O(n)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public int diameterOfBinaryTree(TreeNode root) {     int[] diameter = {0};     dfs(root, diameter);     return diameter[0];   }      private int dfs(TreeNode root, int[] diameter) {     if (root == null) {       return 0;     }     int leftDiameter = dfs(root.left, diameter);     int rightDiameter = dfs(root.right, diameter);     diameter[0] = Math.max(leftDiameter + rightDiameter, diameter[0]);     return Math.max(leftDiameter, rightDiameter) + 1;   } } ",O(n)
"class Solution {   public int dietPlanPerformance(int[] calories, int k, int lower, int upper) {     int points = 0;     int totalCalories = 0;     for (int i = 0; i < k - 1; i++) {       totalCalories += calories[i];     }     for (int i = k - 1; i < calories.length; i++) {       totalCalories += calories[i];       points += totalCalories < lower ? -1 : 0;       points += totalCalories > upper ? 1 : 0;       totalCalories -= calories[i - k + 1];     }     return points;   } } ",O(n^2)
class Solution {     public int differenceOfSum(int[] nums) {         int elementSum = 0;         int digitSum = 0;         for (int num : nums) {             elementSum += num;             digitSum += getDigitSum(num);         }         return Math.abs(elementSum - digitSum);     }          private static int getDigitSum(int num) {         int sum = 0;         while (num > 0) {             sum += num % 10;             num /= 10;         }         return sum;     } } ,O(n^2)
"class Solution {     public int distanceBetweenBusStops(int[] distance, int start, int destination) {         if (start == destination) {             return 0;         }         int n = distance.length;         int actualStart = Math.min(start, destination);         int actualDestination = Math.max(start, destination);         return Math.min(             getStraightDistance(distance, actualStart, actualDestination, n),              getReverseDistance(distance, actualDestination, actualStart, n)         );     }          private int getStraightDistance(int[] distance, int start, int end, int n) {         int dist = 0;         while (start != end) {             dist += distance[start++];         }         return dist;     }          private int getReverseDistance(int[] distance, int end, int start, int n) {         int dist = 0;         while (end != start) {             dist += distance[end++];             end = end % n;         }         return dist;     } } ",O(n^2)
"class Solution {   public int[] distributeCandies(int candies, int num_people) {     int[] people = new int[num_people];     for (int give = 0; candies > 0; candies -= give) {       people[give % num_people] +=  Math.min(candies, ++give);     }     return people;   } } ",O(n)
"class Solution {   public int distributeCandies(int[] candyType) {     return Math.min(       Arrays.stream(candyType).boxed().collect(Collectors.toSet()).size(),       candyType.length / 2     );   } } ",O(1)
class Solution {     public int[] resultArray(int[] nums) {         int start = 0;         int end = nums.length - 1;         int[] result = new int[nums.length];         result[start++] = nums[0];         result[end--] = nums[1];         for (int i = 2; i < nums.length; i++) {             if (result[start - 1] > result[end + 1]) {                 result[start++] = nums[i];             } else {                 result[end--] = nums[i];             }         }         int left = end + 1;         int right = nums.length - 1;         while (left < right) {             int temp = result[left];             result[left] = result[right];             result[right] = temp;             left++;             right--;         }         return result;     } } ,O(n^2)
"class Solution {     public int distMoney(int money, int children) {         money -= children;         if (money < 0) {             return -1;         }         if (money / 7 == children && money % 7 == 0) {             return children;         }         if (money / 7 == children - 1 && money % 7 == 3) {             return children - 2;         }         return Math.min(children - 1, money / 7);     } } ",O(1)
